Date,LakeLevel,Temperature,Windspeed,Humidity,Precipitation
1997-02-18,65.59,2.37,19.69,85.46,0.43
1997-02-19,65.6,3.17,19.86,76.92,0.01
1997-02-20,65.6,4.33,26.14,68.58,0.22
1997-02-21,65.6,6.76,26.06,77.96,0.11
1997-02-22,65.6,6.65,20.29,75.29,0
1997-02-23,65.61,8.93,13.69,78.08,0
1997-02-24,65.61,9.68,19.25,78.21,0.03
1997-02-25,65.62,11.28,31.04,75.67,0.41
1997-02-26,65.64,7.75,24.98,81.08,0.33
1997-02-27,65.64,4.02,15.89,72.75,0.03
1997-02-28,65.64,5.1,16.27,70.12,0
1997-03-01,65.63,8.1,15.45,64.08,0.01
1997-03-02,65.62,11.24,21.17,72.42,0.02
1997-03-03,65.62,7.31,21.7,55.67,0
1997-03-04,65.62,4.8,11.65,66.67,0
1997-03-05,65.61,5.01,7.23,72.62,0
1997-03-06,65.61,5.63,11.2,86.54,0
1997-03-07,65.61,3.57,6.9,80.75,0
1997-03-08,65.6,5.74,9.16,76.71,0
1997-03-09,65.6,7.27,7.11,83.75,0
1997-03-10,65.6,5.93,8.1,83.79,0
1997-03-11,65.6,7.0,9.12,84.42,0
1997-03-12,65.6,5.71,5.72,86.08,0
1997-03-13,65.6,6.32,16.43,88.04,0
1997-03-14,65.6,8.33,18.99,82.58,0.05
1997-03-15,65.6,8.35,19.07,90.04,0.21
1997-03-16,65.6,3.21,13.08,70.62,0.01
1997-03-17,65.6,1.17,8.79,66.29,0.09
1997-03-18,65.6,-0.37,9.43,65.38,0
1997-03-19,65.6,0.67,13.15,84.75,0.37
1997-03-20,65.61,-2.5,9.22,73.88,0
1997-03-21,65.61,-1.62,6.43,73.04,0
1997-03-22,65.61,0.01,8.43,86.71,0.07
1997-03-23,65.61,-0.13,9.8,76.71,0
1997-03-24,65.61,1.86,14.3,60.08,0
1997-03-25,65.61,2.15,13.05,65.38,0
1997-03-26,65.61,4.13,12.84,65.54,0
1997-03-27,65.61,8.85,24.56,66.29,0.06
1997-03-28,65.61,6.68,28.3,76.5,0.38
1997-03-29,65.6,4.54,23.48,69.0,0.03
1997-03-30,65.6,4.09,14.41,74.25,0
1997-03-31,65.61,7.61,14.62,76.83,0
1997-04-01,65.61,8.82,11.8,74.96,0
1997-04-02,65.61,7.99,8.02,76.21,0
1997-04-03,65.61,8.12,16.45,77.83,0.1
1997-04-04,65.61,4.43,23.06,65.71,0.03
1997-04-05,65.61,2.65,20.39,79.83,0.34
1997-04-06,65.62,3.24,21.69,78.54,0.15
1997-04-07,65.63,2.05,13.12,63.71,0
1997-04-08,65.63,2.37,6.83,57.5,0
1997-04-09,65.63,6.46,8.84,55.42,0
1997-04-10,65.63,7.53,19.57,67.25,0
1997-04-11,65.63,6.0,31.16,67.67,0.07
1997-04-12,65.63,3.37,18.49,56.92,0.02
1997-04-13,65.63,2.84,10.81,60.92,0
1997-04-14,65.63,6.55,22.48,82.17,0.11
1997-04-15,65.63,2.98,20.51,66.29,0.15
1997-04-16,65.63,3.03,17.3,70.54,0.02
1997-04-17,65.63,4.8,13.54,70.67,0.03
1997-04-18,65.63,5.56,15.32,74.46,0.02
1997-04-19,65.63,3.73,9.99,71.71,0.03
1997-04-20,65.63,2.2,9.2,66.5,0.03
1997-04-21,65.63,3.08,7.35,63.71,0.0
1997-04-22,65.63,4.71,11.03,61.92,0.01
1997-04-23,65.63,4.44,11.4,61.71,0
1997-04-24,65.63,8.57,19.04,53.5,0
1997-04-25,65.63,9.24,17.86,63.71,0.01
1997-04-26,65.62,6.79,10.46,71.25,0
1997-04-27,65.62,10.5,14.37,63.12,0
1997-04-28,65.62,11.91,15.81,82.92,0.22
1997-04-29,65.62,11.3,16.57,86.71,0.18
1997-04-30,65.62,10.32,16.07,88.17,0.17
1997-05-01,65.62,10.48,9.75,78.0,0.01
1997-05-02,65.62,13.38,14.87,75.96,0
1997-05-03,65.62,12.78,15.11,69.71,0
1997-05-04,65.62,12.55,7.68,70.83,0
1997-05-05,65.62,15.42,15.45,80.83,0.34
1997-05-06,65.62,14.22,16.0,79.21,0.7
1997-05-07,65.64,7.88,15.74,67.88,0.05
1997-05-08,65.64,7.84,10.34,72.83,0
1997-05-09,65.64,9.59,12.96,73.25,0.01
1997-05-10,65.64,11.15,18.05,72.71,0.01
1997-05-11,65.64,15.02,13.7,66.79,0
1997-05-12,65.63,16.31,10.17,68.08,0
1997-05-13,65.63,15.4,7.91,80.96,0.07
1997-05-14,65.63,17.97,12.29,78.0,0
1997-05-15,65.63,17.27,10.39,84.17,0.07
1997-05-16,65.63,17.42,15.69,75.92,0
1997-05-17,65.63,19.76,16.93,66.75,0
1997-05-18,65.62,20.18,11.92,59.83,0
1997-05-19,65.62,17.88,12.14,84.46,0.2
1997-05-20,65.62,16.44,4.61,88.21,0.51
1997-05-21,65.61,14.83,13.75,83.5,0.3
1997-05-22,65.61,10.4,9.23,86.71,0.09
1997-05-23,65.62,8.64,8.83,79.79,0.03
1997-05-24,65.62,8.42,11.55,71.79,0.04
1997-05-25,65.62,9.47,4.96,61.62,0
1997-05-26,65.61,11.1,6.73,64.21,0.0
1997-05-27,65.61,10.23,13.75,87.08,0.38
1997-05-28,65.62,9.43,14.33,74.5,0.04
1997-05-29,65.62,10.21,14.75,77.29,0.07
1997-05-30,65.62,10.06,20.59,71.29,0.02
1997-05-31,65.61,8.72,16.98,63.42,0.0
1997-06-01,65.61,11.27,14.65,79.33,0.15
1997-06-02,65.61,12.7,12.82,65.83,0
1997-06-03,65.61,13.27,9.17,67.92,0
1997-06-04,65.6,15.44,7.4,67.62,0
1997-06-05,65.6,16.81,11.69,64.83,0.01
1997-06-06,65.6,18.46,13.75,61.08,0
1997-06-07,65.59,19.23,11.92,54.12,0
1997-06-08,65.59,19.71,15.03,52.12,0
1997-06-09,65.58,18.8,13.14,67.67,0.02
1997-06-10,65.58,17.78,7.68,70.42,0
1997-06-11,65.58,19.39,9.9,64.79,0
1997-06-12,65.58,21.44,9.94,55.83,0.02
1997-06-13,65.58,19.9,3.53,79.46,0.58
1997-06-14,65.6,18.17,10.61,85.08,0.46
1997-06-15,65.6,16.13,16.21,77.17,0.01
1997-06-16,65.59,13.35,13.7,64.04,0
1997-06-17,65.59,13.39,11.12,63.12,0
1997-06-18,65.58,13.29,11.8,66.75,0
1997-06-19,65.58,14.59,6.38,60.0,0
1997-06-20,65.58,14.8,8.94,75.88,0.29
1997-06-21,65.58,15.26,11.61,82.17,0.1
1997-06-22,65.59,15.59,14.45,76.5,0.23
1997-06-23,65.59,14.99,14.7,73.67,0.28
1997-06-24,65.59,13.63,20.97,81.5,0.46
1997-06-25,65.59,12.78,12.58,68.42,0.01
1997-06-26,65.59,14.61,12.79,75.33,0.27
1997-06-27,65.59,17.23,10.01,84.62,0.21
1997-06-28,65.6,19.54,4.99,76.21,0.03
1997-06-29,65.6,23.55,15.28,71.58,0.11
1997-06-30,65.59,22.84,11.0,70.25,0.35
1997-07-01,65.59,17.6,10.02,70.75,0.02
1997-07-02,65.58,18.52,9.49,70.33,0
1997-07-03,65.58,19.99,9.97,72.08,0.33
1997-07-04,65.6,18.21,8.32,85.79,0.3
1997-07-05,65.6,17.14,11.27,80.12,0.02
1997-07-06,65.59,17.05,20.62,70.58,0
1997-07-07,65.59,18.25,23.02,69.33,0.0
1997-07-08,65.58,18.51,17.84,70.75,0
1997-07-09,65.58,17.36,11.58,74.58,0.03
1997-07-10,65.57,18.42,9.14,66.33,0
1997-07-11,65.57,18.17,5.96,68.04,0.0
1997-07-12,65.57,18.33,9.03,71.54,0
1997-07-13,65.56,17.78,9.34,65.08,0
1997-07-14,65.56,18.35,6.04,65.38,0
1997-07-15,65.55,18.81,4.21,73.83,0.15
1997-07-16,65.54,18.64,6.85,80.04,0.07
1997-07-17,65.54,18.34,4.08,82.79,0.23
1997-07-18,65.56,16.51,13.39,92.71,0.66
1997-07-19,65.57,16.72,17.17,80.62,0.22
1997-07-20,65.59,16.18,19.96,92.0,1.23
1997-07-21,65.62,19.01,15.09,83.17,0.31
1997-07-22,65.62,19.99,9.41,79.08,0
1997-07-23,65.62,19.18,6.31,76.67,0
1997-07-24,65.61,18.93,7.38,82.96,0.12
1997-07-25,65.61,18.89,4.83,81.96,0.04
1997-07-26,65.61,17.78,12.09,85.71,0.08
1997-07-27,65.6,18.73,15.61,75.71,0.01
1997-07-28,65.6,17.76,15.85,66.33,0
1997-07-29,65.59,18.07,7.88,72.42,0.05
1997-07-30,65.59,18.75,5.96,71.83,0.01
1997-07-31,65.59,17.38,11.01,75.88,0.3
1997-08-01,65.59,15.52,8.79,80.71,0.01
1997-08-02,65.59,16.67,4.31,79.38,0
1997-08-03,65.59,18.94,4.99,72.17,0
1997-08-04,65.58,20.47,5.43,72.71,0.01
1997-08-05,65.58,18.83,10.54,78.83,0.12
1997-08-06,65.58,18.78,10.22,80.71,0.05
1997-08-07,65.58,19.05,11.35,83.08,0.01
1997-08-08,65.58,20.54,10.01,74.67,0.01
1997-08-09,65.57,21.3,6.78,71.42,0.02
1997-08-10,65.57,21.67,6.52,68.21,0
1997-08-11,65.56,22.08,9.12,63.33,0
1997-08-12,65.56,22.57,8.22,61.67,0
1997-08-13,65.56,23.55,4.39,60.25,0
1997-08-14,65.55,24.15,10.48,54.71,0
1997-08-15,65.55,21.38,12.56,72.04,0.18
1997-08-16,65.55,20.43,7.1,73.38,0
1997-08-17,65.54,20.67,8.31,57.62,0
1997-08-18,65.54,20.2,9.79,54.04,0
1997-08-19,65.53,22.09,12.17,58.17,0.01
1997-08-20,65.52,22.61,11.61,50.96,0
1997-08-21,65.52,23.05,10.8,53.29,0
1997-08-22,65.52,24.05,9.7,57.46,0
1997-08-23,65.52,22.41,5.8,72.71,0.01
1997-08-24,65.51,23.62,6.43,70.21,0.05
1997-08-25,65.51,24.56,11.92,51.79,0
1997-08-26,65.51,24.61,14.28,46.38,0
1997-08-27,65.5,23.72,8.37,60.08,0
1997-08-28,65.49,23.44,16.58,54.79,0
1997-08-29,65.49,16.58,15.35,85.12,1.23
1997-08-30,65.53,16.55,16.34,80.21,0.4
1997-08-31,65.53,17.68,5.67,75.04,0
1997-09-01,65.53,19.9,7.0,71.38,0
1997-09-02,65.53,20.69,11.0,70.25,0
1997-09-03,65.52,19.61,5.44,85.71,0.1
1997-09-04,65.52,18.28,4.02,91.08,0.05
1997-09-05,65.52,19.71,4.73,81.71,0.2
1997-09-06,65.53,17.8,9.33,80.46,0.42
1997-09-07,65.53,16.03,16.35,69.54,0
1997-09-08,65.52,16.55,23.61,73.67,0
1997-09-09,65.52,14.33,28.57,67.08,0.07
1997-09-10,65.52,13.0,25.35,59.58,0.01
1997-09-11,65.52,13.28,11.06,70.83,0
1997-09-12,65.51,17.31,13.91,68.71,0.07
1997-09-13,65.51,14.75,14.66,75.42,0.35
1997-09-14,65.5,12.38,19.87,59.38,0
1997-09-15,65.5,13.47,13.49,65.08,0
1997-09-16,65.49,15.26,12.92,60.79,0
1997-09-17,65.49,16.24,14.39,60.79,0
1997-09-18,65.49,13.27,5.78,80.21,0
1997-09-19,65.48,12.03,10.55,65.79,0
1997-09-20,65.48,10.1,10.39,68.38,0
1997-09-21,65.48,9.71,8.09,74.42,0
1997-09-22,65.48,11.36,9.65,74.5,0
1997-09-23,65.48,11.47,14.55,77.62,0
1997-09-24,65.48,12.94,8.78,75.54,0
1997-09-25,65.48,12.54,8.9,74.38,0
1997-09-26,65.47,12.34,8.07,81.79,0
1997-09-27,65.47,12.8,8.69,77.67,0.03
1997-09-28,65.47,10.21,4.63,79.21,0
1997-09-29,65.46,12.27,7.64,74.12,0
1997-09-30,65.46,13.88,16.53,75.88,0.11
1997-10-01,65.46,12.22,13.24,72.29,0.08
1997-10-02,65.46,11.43,30.96,68.92,0.11
1997-10-03,65.46,10.02,17.32,77.88,0.08
1997-10-04,65.45,12.67,21.54,77.46,0.04
1997-10-05,65.45,14.86,23.77,80.21,0
1997-10-06,65.45,15.68,10.0,79.08,0
1997-10-07,65.44,16.55,13.21,72.71,0
1997-10-08,65.44,16.51,16.45,66.92,0
1997-10-09,65.44,17.61,26.17,76.12,0.17
1997-10-10,65.45,14.6,22.71,81.42,0.27
1997-10-11,65.46,11.53,31.17,68.67,0.06
1997-10-12,65.45,9.24,12.49,80.54,0
1997-10-13,65.45,8.59,17.88,76.67,0.07
1997-10-14,65.45,6.98,11.9,83.17,0.18
1997-10-15,65.44,4.71,10.03,88.71,0.13
1997-10-16,65.44,4.28,9.66,77.33,0
1997-10-17,65.44,6.42,9.05,74.71,0
1997-10-18,65.44,11.06,13.46,67.88,0
1997-10-19,65.44,12.1,11.63,81.67,0
1997-10-20,65.43,9.54,11.9,78.92,0
1997-10-21,65.43,3.75,7.06,64.62,0
1997-10-22,65.43,2.95,9.84,69.75,0
1997-10-23,65.42,5.59,18.15,73.42,0.01
1997-10-24,65.42,3.92,19.4,64.58,0.04
1997-10-25,65.42,2.24,17.51,85.92,0.4
1997-10-26,65.43,0.17,12.26,87.96,0.06
1997-10-27,65.43,0.06,10.77,76.25,0
1997-10-28,65.42,-0.46,8.22,77.21,0
1997-10-29,65.42,2.45,15.92,68.67,0.1
1997-10-30,65.42,4.27,6.35,79.58,0
1997-10-31,65.42,4.02,10.91,88.5,0
1997-11-01,65.42,1.61,5.71,91.04,0
1997-11-02,65.42,2.62,13.21,92.88,0.01
1997-11-03,65.42,3.64,16.04,79.79,0.0
1997-11-04,65.42,-0.21,15.57,73.79,0
1997-11-05,65.41,1.88,16.4,73.04,0.02
1997-11-06,65.41,6.29,12.11,85.17,0.22
1997-11-07,65.41,9.95,13.41,85.46,0.07
1997-11-08,65.41,8.14,9.4,86.17,0
1997-11-09,65.41,7.8,13.28,87.17,0.03
1997-11-10,65.41,7.85,15.4,79.79,0.0
1997-11-11,65.41,6.7,10.06,83.46,0
1997-11-12,65.41,5.34,10.72,94.46,0
1997-11-13,65.41,5.8,14.72,93.58,0.0
1997-11-14,65.41,5.98,7.85,87.42,0
1997-11-15,65.41,4.72,8.25,91.5,0.12
1997-11-16,65.41,4.51,10.85,89.17,0.06
1997-11-17,65.41,5.42,9.79,86.5,0
1997-11-18,65.41,2.29,14.77,69.79,0
1997-11-19,65.41,-0.58,13.79,70.17,0
1997-11-20,65.41,-0.49,15.38,81.04,0
1997-11-21,65.41,-0.68,8.22,86.21,0.0
1997-11-22,65.41,0.89,6.16,88.17,0
1997-11-23,65.41,-0.25,4.52,86.04,0
1997-11-24,65.41,-0.03,5.97,85.21,0
1997-11-25,65.41,0.42,12.12,83.79,0
1997-11-26,65.41,0.95,11.37,86.08,0
1997-11-27,65.41,-0.62,14.2,78.58,0
1997-11-28,65.41,-0.58,15.5,79.08,0
1997-11-29,65.41,2.7,12.6,91.88,0.04
1997-11-30,65.41,5.08,7.4,97.33,0
1997-12-01,65.41,2.28,9.92,97.46,0.09
1997-12-02,65.41,-0.77,10.33,91.04,0.01
1997-12-03,65.41,1.13,15.49,89.12,0.14
1997-12-04,65.41,1.29,14.15,91.08,0.02
1997-12-05,65.41,-0.4,12.04,82.33,0.02
1997-12-06,65.41,1.73,16.89,86.08,0.06
1997-12-07,65.41,4.25,15.1,97.42,0.24
1997-12-08,65.42,4.27,11.88,93.04,0
1997-12-09,65.42,3.61,12.55,91.71,0
1997-12-10,65.42,6.49,19.88,92.25,0.4
1997-12-11,65.44,8.89,18.81,88.71,0.15
1997-12-12,65.45,6.79,11.64,95.08,0.18
1997-12-13,65.45,3.57,17.63,90.88,0.1
1997-12-14,65.45,2.05,13.31,94.67,0.18
1997-12-15,65.45,-2.37,20.0,70.79,0
1997-12-16,65.45,-8.24,22.6,45.67,0
1997-12-17,65.45,-9.57,22.39,44.29,0
1997-12-18,65.45,-4.05,15.97,65.04,0
1997-12-19,65.45,-2.56,9.31,80.5,0.01
1997-12-20,65.45,-1.12,9.63,93.54,0.01
1997-12-21,65.46,0.27,13.08,97.08,0.18
1997-12-22,65.46,0.67,4.17,98.75,0
1997-12-23,65.46,0.55,5.73,98.58,0.0
1997-12-24,65.46,2.2,10.95,96.33,0.04
1997-12-25,65.46,7.91,20.44,88.54,0.18
1997-12-26,65.46,8.34,26.5,75.38,0.12
1997-12-27,65.47,5.62,20.0,85.67,0.14
1997-12-28,65.47,3.91,9.81,93.29,0
1997-12-29,65.47,2.64,11.54,94.08,0.03
1997-12-30,65.47,2.98,10.48,94.08,0
1997-12-31,65.47,2.92,13.8,88.38,0
